stt,en,vi,ipa
141,I clean it every day,Tớ dọn dẹp mỗi ngày.,i clean it every day
142,I hold the dustpan.,Tớ cầm cái hót rác.,i hold the dustpan
143,I put the trash in the dustpan.,Tớ cho rác vào cái hót rác.,i put the trash in the dustpan
144,The room is clean now.,Bây giờ căn phòng đã sạch sẽ rồi.,the room is clean now
145,I open the window.,Tớ mở cửa sổ.,aɪ /ˈəʊ.pən/ ði ˈwɪndəʊ
146,It’s sunny today.,Hôm nay trời nắng.,ɪt s ˈsʌni təˈdeɪ
147,The flowers look fresh.,Những bông hoa tươi roi rói.,ði ˈflaʊ.əz look fɹɛʃ
148,I look out the window.,Tớ nhìn ra ngoài cửa sổ.,aɪ look æɔt ði ˈwɪndəʊ
149,I’m waiting for my friend to come.,Tớ đang đợi bạn tớ đến.,aɪ m ˈweɪ̯ɾɪŋ for mi fɹɛnd tʉː kʌm
150,I wonder where she’s walking now.,Tớ tự hỏi cô ấy đang đi bộ đến đâu rồi?,aɪ ˈwʌndə wɛə(ɹ) ʃiː s walking now
151,I ride a horse.,Tớ cưỡi ngựa.,aɪ ɹaɪd æɪ hɔːs
152,The horse is big.,Tớ ngựa rất to.,ði hɔːs is bɪɡ
153,I enjoy riding.,Tớ thích cưỡi ngựa.,aɪ ənˈd͡ʒɔɪ ˈɹaɪdɪŋ
154,I light a match.,Tớ quẹt 1 que diêm.,aɪ lʌɪt æɪ mæt͡ʃ
155,The match is burning.,Que diêm đang cháy.,ði mæt͡ʃ is bɜːnɪŋ
156,It’s hot.,Nó nóng.,ɪt s hɒt
157,I put a candle down.,Tớ đặt một ngọn nến xuống.,aɪ pʊt æɪ ˈkændl̩ daʊn
158,I hold it with my right hand.,Tớ cầm nó bằng tay phải.,aɪ həʊld ɪt with mi /ˈɹaɪt/ hænd
159,I squat down.,Tớ ngồi xuống .(squat: ngồi xổm),aɪ squat daʊn
160,I put trash into the trash can.,Tớ bỏ ra vào thùng rác.,aɪ pʊt tɹæʃ ˈɪn.tuː ði tɹæʃ can
