stt,en,vi,ipa
561,I never skip breakfast.,Tôi không bao giờ bỏ bữa sáng.,i never skip breakfast
562,I put some butter on my toast.,Tôi cho một ít bơ lên bánh mì nướng.,i put some butter on my toast
563,The butter melts on the toast.,Bơ tan ra trên bánh mì.,the butter melts on the toast
564,I spread it with a butter knife.,Tôi phết bơ bằng một con dao cắt bơ.,i spread it with a butter knife
565,I pour cream in my coffee.,Tôi tưới kem lên cà phê.,aɪ pɔː kɹiːm ɪn mi ˈkɑ.fi
566,I add some sugar too.,Tôi cũng cho thêm một ít đường.,aɪ æd sɐm ˈʃʊɡə(ɹ) tuː
567,The coffee smells good.,Cà phê rất thơm.,ði ˈkɑ.fi smells ɡʊ(d)
568,I pick up a spoon.,Tôi lấy một cái thìa.,aɪ pɪk ap æɪ spuːn
569,The coffee is hot.,Cà phê rất nóng.,ði ˈkɑ.fi is hɒt
570,I finish eating my toast.,Tôi đã ăn xong bánh mì nướng rồi.,aɪ ˈfɪnɪʃ ˈiːtɪŋ mi təʊst
571,I stir my coffee.,Tôi khuấy cà phê.,aɪ stɜː mi ˈkɑ.fi
572,Coffee wakes me up.,Cà phê làm tôi tỉnh táo.,ˈkɑ.fi wakes /miː/ ap
573,I clear the table after the breakfast.,Tôi dọn sạch bàn sau bữa sáng.,aɪ klɪə(ɹ) ði /ˈteɪbəl/ ˈæf.tə(ɹ) ði breakfast
574,I gather my papers.,Tôi thu lượm tất cả giấy tờ.,i gather my papers
575,I glance at them.,Tôi nhìn qua chúng.,i glance at them
576,I put them in my paper bag.,Tôi bỏ chúng vào túi của mình.,i put them in my paper bag
577,I walk down the street.,Tôi đi bộ xuống đường.,i walk down the street
578,I leave for work.,Tôi tan ca làm.,aɪ /liːv/ for wɜːk
579,I walk faster to catch the train.,Tôi đi nhanh để bắt kịp chuyến tàu.,aɪ /wɔːk/ ˈfɑːstə tʉː kæt͡ʃ ði tɹeɪn
580,I go through the ticket gate.,Tôi đi qua cổng soát vé.,aɪ ɡəʉ θɹuː ði ˈtɪkɪt ɡeɪt
