stt,en,vi,ipa
701,She tells me the way politely.,Cô ấy chỉ đường cho tôi một cách rất lịch sự.,she tells me the way politely
702,She points at the direction.,Cô ấy chỉ hướng đi.,she points at the direction
703,I head for the beach.,Tôi đi thẳng đến biển.,i head for the beach
704,I wear sun-glasses.,Tôi đeo kính râm.,aɪ wɛə sʌn ˈɡlasɪz
705,I’m humming.,Tôi ngâm nga.,aɪ m ˈhʌmɪŋ
706,I play Frisbee.,Tôi chơi ném đĩa.,aɪ pleɪ frisbee
707,I throw a Frisbee.,Tôi ném một chiếc đĩa.,aɪ /θɹəʊ/ æɪ frisbee
708,I enjoy playing Frisbee.,Tôi thích chơi ném đĩa.,aɪ ənˈd͡ʒɔɪ ˈpleɪ.ɪŋ frisbee
709,I sunbathe.,Tôi phơi nắng.,aɪ sunbathe
710,I lie on a towel.,Tôi nằm trên một cái khăn tắm.,aɪ laɪ̯ ɒn æɪ taʊl
711,I get a tan.,Tôi rám nắng.,aɪ ɡɛt æɪ tæn
712,I walk into the supermarket.,Tôi đi vào trong siêu thị.,aɪ /wɔːk/ ˈɪn.tuː ði ˌsuːpəˈmɑːkɪt
713,The door opens automatically.,Cánh cửa tự động mở.,ði dɔː ˈəʊ.pənz ˈɔːtəʊˌmæt.ɪk(.ə)li
714,I see some fruit near the entrance.,Tôi nhìn thấy hoa quả ngay cạnh lối vào.,aɪ siː sɐm fɹuːt nɪə(ɹ) ði ˈɛn.tɹəns
715,I get a shopping cart.,Tôi lấy một cái giỏ hàng.,aɪ ɡɛt æɪ ˈʃɒpɪŋ kɑːt
716,It’s convenient for carrrying lots of food.,Nó rất tiện lợi để chở nhiều đồ.,ɪt s kənˈviːniənt for carrrying lɒts ɔv food
717,I push the cart with one hand.,Tôi dùng một tay đẩy giỏ hàng.,i push the cart with one hand
718,I check the shopping list.,Tôi kiểm tra danh sách mua đồ.,i check the shopping list
719,I have a lot of things to buy.,Có rất nhiều thứ phải mua.,i have a lot of things to buy
720,I put my bag on the bottom of the shopping cart.,Tôi bỏ túi xách của mình xuống dưới đáy giỏ hàng.,i put my bag on the bottom of the shopping cart
