stt,en,vi,ipa
801,I pour the egg into the pan.,Tôi đỏ trứng vào chảo.,aɪ pɔː ði eɪɡ ˈɪn.tuː the pan
802,I fry one side of the egg.,Tôi rán một mặt trứng.,i fry one side of the egg
803,I should be careful not to burn it.,Tôi phải cẩn thận không để trứng bị cháy.,i should be careful not to burn it
804,I turn the egg over.,Tôi lật trứng.,i turn the egg over
805,I fry the other side.,Tôi rán mặt còn lại.,i fry the other side
806,Now it’s almost done.,Sắp xong rồi.,naʊ ɪt s ɔːl.ˈməʊst dəʊn
807,I put on an apron.,Tôi đeo tạp dề.,aɪ pʊt ɒn æn ˈeɪ.pɹən
808,It has a big rocket shape.,Nó có hình giống như tên lửa.,ɪt has æɪ bɪɡ ˈɹɒkɪt ʃeɪp
809,I hold the apron strings.,Tôi giữ dây của tạp dề,aɪ həʊld ði ˈeɪ.pɹən stɹɪŋz
810,I tie the apron.,Tôi buộc tạp dề.,aɪ taɪ ði ˈeɪ.pɹən
811,I tie the strings in a bow.,Tôi thắt dây thành một cái nơ.,aɪ taɪ the strings in a bow
812,I do it behind my back.,Tôi thắt dây sau lưng.,i do it behind my back
813,I wipe the window.,Tôi lau cửa sổ.,i wipe the window
814,I blow on the window.,Tôi hà hơi lên cửa sổ.,i blow on the window
815,I polish it.,Tôi lau cho sạch bóng.,i polish it
816,I plug in the vacuum cleaner.,Tôi cắm phích máy hút bụi.,i plug ɪn ði ˈvæ.kjuː.əm ˈkliː.nə
817,I vacuum the floor.,Tôi hút bụi sàn nhà.,aɪ ˈvæ.kjuː.əm ði flɔː
818,The vacuum cleaner sucks up the dirt.,Máy hút bụi sẽ hút hết mọi bụi bẩn.,ði ˈvæ.kjuː.əm ˈkliː.nə sʌks ap ði dɜːt
819,I put away the dirty dishes.,Tôi mang những chiếc đĩa bẩn đi.,aɪ pʊt əˈweɪ ði ˈdɜːti ˈdɪʃɪz
820,I pile up one dish on top of another.,Tôi xếp 1 cái đĩa lên trên cùng.,aɪ paɪl ap wan dish on top of another
