stt,en,vi,ipa
181,I wipe my fanny.,Tớ lau sạch sẽ.,aɪ waɪp mi ˈfæni
182,I tear off some toilet paper.,Tớ xé một ít giấy vệ sinh.,aɪ tear ɔːf sɐm ˈtɔɪ.lət ˈpeɪpə
183,I can do it by myself.,Tớ có thể tự làm việc này.,aɪ ˈkæn dʉː ɪt baɪ maɪˈsɛlf
184,I flush the toilet.,Tớ xả bồn cầu.,aɪ ˈflʌʃ ði ˈtɔɪ.lət
185,"Pew, it stinks.","Eo, nó rất hôi.",pjuː ɪt stinks
186,The water goes down.,Nước chảy xuống dưới.,ði ˈwoːtə ɡəʊz daʊn
187,I put away my pajamas.,Tớ cởi bộ đồ ngủ.,aɪ pʊt əˈweɪ mi pəˈd͡ʒæ.məz
188,I have a bag for my pajamas.,Tớ có túi đựng đồ ngủ.,aɪ have æɪ ˈbæːɡ for mi pajamas
189,I change my clothes.,Tớ thay quần áo.,i change my clothes
190,I button my shirt.,Tớ cài cúc áo.,i button my shirt
191,I wear my green striped shirt.,Tớ mặc chiếc áo sọc xanh.,i wear my green striped shirt
192,Does it suit me?,Trông nó có hợp với tớ không?,does it suit me
193,I pass the butter.,Tớ bỏ bơ sang một bên.,i pass the butter
194,I eat a fried egg and two sausages.,Tớ ăn trứng rán và hai cái xúc xích.,i eat a fried egg and two sausages
195,I also drink some milk.,Tớ cũng uống một chút sữa nữa.,i also drink some milk
196,I spill some milk.,Tớ làm đổ một ít sữa ra ngoài.,i spɪl sɐm mɛlk
197,My elbow hit my cup.,Khuỷu tay của tớ chạm vào cốc.,mi ˈɛl.bəʊ hɪt mi kʌp
198,I made a mess again.,Tớ lại làm mọi thứ bừa bãi rồi.,aɪ meɪd æɪ mɛs əˈɡeɪn
199,I get the rag.,Tớ lấy giẻ lau.,aɪ ɡɛt ði ɹæɡ
200,I have to wipe the table.,Tớ phải lau bàn.,aɪ have tʉː waɪp ði /ˈteɪbəl/
