stt,en,vi,ipa
781,I continue mixing.,Tôi tiếp tục trộn.,i continue mixing
782,What shall I put in next?,Tôi nên cho gì vào tiếp đây?,what shall i put in next
783,I take the ham out of the pack.,Tôi lấy thịt hun khói ra khỏi túi.,i take the ham out of the pack
784,It’s already sliced.,Nó đã được thái sẵn rồi.,ɪt s ɑlˈɹɛdi sliced
785,I use a slice of ham.,Tôi dùng một miếng thịt hun khói.,aɪ use æɪ slaɪs ɔv ˈhæːm
786,I put the ham in the bowl.,Tôi bỏ thịt hun khói vào bát.,aɪ pʊt ði ˈhæːm ɪn ði bəʊɫ
787,I mix in all the ingredients.,Tôi trộn tất cả các nguyên liệu với nhau.,aɪ ˈmɪks ɪn ɔːl ði ingredients
788,I add salt and pepper last.,Cuối cùng tôi cho thêm muối và tiêu vào.,aɪ æd salt and pepper last
789,I stir the egg.,Tôi khuấy đều trứng lên.,i stir the egg
790,I only have to fry it.,Tôi chỉ việc rán nó nữa thôi.,i only have to fry it
791,I make an omelet.,Tôi làm món trứng tráng.,i make an omelet
792,I turn on the gas.,Tôi bật bếp gas.,i turn on the gas
793,I turn up the flame.,Tôi bật lửa lên.,i turn up the flame
794,It’s hot around the stove.,Quanh bếp rất nóng.,ɪt s hɒt əˈɹaʊnd ði stəʊv
795,I turn down the flame.,Tôi hạ lửa.,aɪ /tɜːn/ daʊn ði fleɪm
796,I put the pan on the stove.,Tôi cho chảo lên bếp.,aɪ pʊt ði pæn ɒn ði stəʊv
797,Then I heat the pan.,Tôi làm nóng chảo.,ðen aɪ hit ði pæn
798,I put some butter in a pan.,Tôi cho 1 chút bơ vào chảo.,aɪ pʊt sɐm ˈbʊtə ɪn æɪ pæn
799,It melts fast.,Nó tan ra rất nhanh.,ɪt melts fɑːst
800,I spread it in the pan.,Tôi tản đều quanh chảo.,aɪ spɹɛd ɪt ɪn ði pæn
