stt,en,vi,ipa
241,I add a pinch of salt.,Tớ bỏ thêm một chút muối.,aɪ æd æɪ pɪntʃ ɔv sɔlt
242,The salt is in a green pot.,Muối ở trong cái lọ màu xanh.,ði sɔlt is ɪn æɪ ɡɹiːn /pɒt/
243,I season with salt.,Tớ thêm muối vào.,aɪ /ˈsiːzən/ with sɔlt
244,I ladle the batter.,Tớ múc bột. (batter: bột nhão).,aɪ ˈleɪ.dəl ði /ˈbætə(ɹ)/
245,I scoop it with a spoon.,Tớ múc bằng một cái thìa.,aɪ skuːp ɪt with æɪ spuːn
246,I have to be careful not to put in too much batter.,Tớ phải cẩn thận không cho quá nhiều bột vào.,aɪ have tʉː be careful not to put in too much batter
247,I turn it over.,Tớ dốc ngược bột xuống.,i turn it over
248,It is mixed well.,Nó được trộn rất kĩ rồi.,it is mixed well
249,It became a lump.,Nó đã trở thành một cục bột.,it became a lump
250,I knead it.,Tớ nhào/ nặn cục bột.,i knead it
251,I sprinkle some flour over the board.,Tớ rắc một ít bột mì lên tấm ván.,i sprinkle some ˈflaʊə /ˈəʊ.və(ɹ)/ ði bɔːd
252,It makes me tired.,Nhào bột khiến tớ rất mệt.,ɪt meɪks /miː/ taɪəd
253,I read a book.,Tớ đọc 1 cuốn sách.,aɪ ɹiːd æɪ buːk
254,It’s a very colorful picture book.,Nó là một cuốn sách rất nhiều màu.,ɪt s æɪ ˈvɛɹi ˈkʌləfəl ˈpɪktʃə buːk
255,I put my bear by my side.,Tớ để con gấu bông bên cạnh mình.,aɪ pʊt mi bɛə(ɹ) baɪ mi side
256,I go to see my friend.,Tớ đi gặp bạn của tớ.,i go to see my friend
257,He lives in the next town.,Cậu ấy sống ở thị trấn ngay cạnh.,he lives in the next town
258,What shall we play today?,Hôm nay chúng tớ nên chơi gì đây?,what shall we play today
259,I forgot my wallet.,Tớ quên ví mất rồi.,i forgot my wallet
260,I have to go back soon.,Tớ phải quay lại sớm.,i have to go back soon
