stt,en,vi,ipa
121,I color the apple red.,Tớ tô quả táo màu đỏ.,i color the apple red
122,I color the banana yellow.,Tớ tô quả chuối màu vàng.,i color the banana yellow
123,I have many crayons.,Tớ có rất nhiều bút màu.,i have many crayons
124,I prepare the dinner.,Tớ chuẩn bị bữa tối.,i prepare the dinner
125,The pot is on the stove.,Cái nồi ở trên bếp ga.,ði /pɒt/ is ɒn ði stəʊv
126,I wonder if I can cook it well.,Tớ đang tự hỏi liệu mình có thể nấu ăn ngon không.,aɪ ˈwʌndə ɪf aɪ ˈkæn kuːk ɪt wɛl
127,I make a house with blocks.,Tớ xếp một ngôi nhà với các khối hình.,aɪ meɪk æɪ hʌʊs with blɒks
128,Those blocks are colorful.,Những khối hình này rất nhiều màu sắc.,ðəʊz blɒks ɛə ˈkʌləfəl
129,It’s easy to pile them up.,Rất dễ để xếp chúng thành chồng.,ɪt s ˈiːzi tʉː paɪl /ðʌm/ up
130,I play in the kitchen.,Tớ chơi trong nhà bếp.,i play in the kitchen
131,I put my doll on the chair.,Tớ để búp bê lên ghế.,i put my doll on the chair
132,The dinning table is covered with my favorite table cloth.,Bàn ăn được phủ bằng một tấm vải bàn mà tớ rất thích.,the dinning table is covered with my favorite table cloth
133,I put the peas into a jar.,Tớ cho hạt đậu vào trong lọ.,i put the peas into a jar
134,It’s difficult to put them in it.,Rất khó để bỏ các hạt đậu vào lọ.,ɪt s ˈdɪfɪkəlt tʉː pʊt /ðʌm/ ɪn ɪt
135,I spill some of them.,Tớ đã làm rơi một vài hạt ra ngoài.,aɪ spɪl sɐm ɔv /ðʌm/
136,I pick up some beans.,Tớ nhặt một vài hạt đậu lên.,aɪ pɪk ap sɐm biːnz
137,I wonder how many peas there are.,Tớ tự hỏi có bao nhiêu hạt ở đây.,aɪ ˈwʌndə hæŏ ˈmæni piːz ðeː(ɹ) ɛə
138,I have to crawl under the table.,Tớ phải bò dưới bàn.,aɪ have tʉː kɹɔl ˈʊndə ði /ˈteɪbəl/
139,I sweep the floor.,Tớ quét nhà.,aɪ sweep the floor
140,It’s so dusty.,Nó rất bụi.,it s so dusty
